Country Name;Country Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Mozambique;MOZ;2512079324;3263761938;2291175765;2394823062;2460670288;2521738760;3523842275;4227273069;4873242526;5302532113;5016469069;4766928747;5031510909;5597367853;6831808930;7723846195;8312078525;9366742309;11494837053;10911698208;10154238250;13131168012;14534278446;16018848991;16961127046;14798439527;11014858592
Mauritania;MRT;1019600771;1443688870;1464392416;1249944999;1315932645;1415296704;1442598431;1401946853;1375115534;1405662879;1293654175;1295539448;1324426607;1563074860;1833444740;2184444849;3040716679;3356757497;3978425881;3670515288;4343665075;5179690136;5225533500;5724227185;5391475277;4844223107;4739298730
Mauritius;MUS;2653480001;2856890681;3224267548;3263368410;3558137040;4040345933;4421943910;4187367602;4169664285;4291172816;4582555125;4536538211;4767303154;5609831328;6385695187;6283803256;7028803366;8150138757;9990370016;9128843109;10003670690;11518393367;11668685524;12129642296;12803445934;11692287066;12168437744
Malawi;MWI;1880784192;2203536031;1799529357;2070647127;1181801920;1397454122;2281039098;2663238983;1750585204;1775920040;1743506287;1716502862;3495748398;3208837077;3476094499;3655909664;3997852636;4432192844;5320925102;6190991712;6959697194;8003300198;6028470989;5518901971;6054750320;6373201160;5433038647
Malaysia;MYS;44024178343;49142784405;59167157498;66894448545;74477975918;88704944179;1,00855E+11;1,00005E+11;72167753771;79148947368;93789736842;92783947368;1,00845E+11;1,10202E+11;1,2475E+11;1,43534E+11;1,62691E+11;1,93548E+11;2,30814E+11;2,02258E+11;2,55017E+11;2,97952E+11;3,14443E+11;3,23277E+11;3,38062E+11;2,96434E+11;2,96536E+11
North America;NAC;6,57511E+12;6,78601E+12;7,13337E+12;7,45771E+12;7,88876E+12;8,27012E+12;8,73144E+12;9,26427E+12;9,72411E+12;1,034E+13;1,10306E+13;1,13619E+13;1,17394E+13;1,24072E+13;1,33026E+13;1,4268E+13;1,51767E+13;1,59485E+13;1,62738E+13;1,57957E+13;1,65836E+13;1,73121E+13;1,79851E+13;1,85397E+13;1,91918E+13;1,96794E+13;2,01603E+13
Namibia;NAM;2804379662;3012742078;3448326858;3218475900;3636645995;3942478206;3945340776;4102648720;3826527631;3818954448;3908661518;3546783708;3361251198;4931312147;6606858786;7261333795;7978734402;8740865600;8486721917;8876191121;11282192605;12409629836;13016272899;12717790501;12786078004;11571141027;10947880690
New Caledonia;NCL;2529310104;2653781596;2923764926;3070161471;3038727617;3628440275;3606968434;3291489841;3158806480;3056999988;2682347064;;;;;;;;;;;;;;;;
Niger;NER;2480673305;2327986216;2344987614;1606581744;1563207225;1880803362;1987770899;1845599608;2076737357;2018193703;1798374468;1945327565;2170481509;2731416346;3052898739;3405134832;3646728060;4291363391;5403363917;5397121856;5718589799;6409169890;6942209595;7667951988;8229730067;7217666361;7528387858
Nigeria;NGA;30757075595;27392886873;29300903643;15789003753;18086400536;28546958641;34987951375;35822342618;32004613750;35870792988;46386011231;44137994252;59116847822;67655813930;87845420504;1,12248E+11;1,4543E+11;1,66451E+11;2,08065E+11;1,69481E+11;3,69062E+11;4,11744E+11;4,60954E+11;5,14966E+11;5,68499E+11;4,81066E+11;4,04653E+11
Nicaragua;NIC;1009455484;1488804124;1792800000;1756454248;3863185119;4140470000;4308351903;4389965591;4635267225;4855717875;5107329007;5323146566;5224213018;5322454926;5795568205;6321335612;6763671611;7423377429;8496965842;8298695145;8758622329;9774316692;10532001130;10982972256;11880438824;12747741540;13230844687
Netherlands;NLD;3,14268E+11;3,2332E+11;3,5833E+11;3,49038E+11;3,74291E+11;4,46529E+11;4,45705E+11;4,12199E+11;4,32476E+11;4,41975E+11;4,12807E+11;4,26574E+11;4,65369E+11;5,71863E+11;6,50533E+11;6,78534E+11;7,26649E+11;8,3942E+11;9,36228E+11;8,57933E+11;8,3639E+11;8,93757E+11;8,28947E+11;8,6668E+11;8,79635E+11;7,57999E+11;7,77228E+11
Norway;NOR;1,19792E+11;1,21872E+11;1,30838E+11;1,20579E+11;1,27131E+11;1,52027E+11;1,63518E+11;1,61354E+11;1,54165E+11;1,62286E+11;1,71316E+11;1,74003E+11;1,95418E+11;2,28752E+11;2,64357E+11;3,08722E+11;3,45425E+11;4,01083E+11;4,62554E+11;3,86622E+11;4,29131E+11;4,98832E+11;5,10229E+11;5,23502E+11;4,99339E+11;3,86663E+11;3,71076E+11
Nepal;NPL;3627562403;3921476085;3401211581;3660041667;4066775510;4401104418;4521580381;4918691917;4856255044;5033642384;5494252208;6007061224;6050875807;6330473097;7273938315;8130258041;9043715356;10325618017;12545438605;12854985464;16002656434;18913574371;18851513891;19271168018;20002968838;21410840909;21131983246
Nauru;NRU;;;;;;;;;;;;;;;;;;20432742;39333572;44290952;49248811;72751801;103811959;108601538;117020382;100459783;102060130
New Zealand;NZL;45495727007;42745329732;41649298171;46775067751;55315342817;63918703507;70140835299;66074513018;56227169851;58761741658;52623281957;53872425917;66628222189;88250885550;1,03906E+11;1,14719E+11;1,11607E+11;1,37315E+11;1,3328E+11;1,21337E+11;1,46581E+11;1,68462E+11;1,76193E+11;1,90521E+11;2,00696E+11;1,75563E+11;1,84969E+11
OECD members;OED;1,87249E+13;1,98082E+13;2,12974E+13;2,16141E+13;2,30799E+13;2,54267E+13;2,5649E+13;2,52565E+13;2,55148E+13;2,68129E+13;2,73775E+13;2,71196E+13;2,83004E+13;3,17077E+13;3,5294E+13;3,73075E+13;3,93323E+13;4,29932E+13;4,5511E+13;4,25797E+13;4,46062E+13;4,79234E+13;4,78285E+13;4,84052E+13;4,93701E+13;4,6659E+13;4,75526E+13
Oman;OMN;11685045514;11341482445;12452275683;12493107932;12918855657;13802600780;15277763329;15837451235;14085373212;15710148244;19507412224;19452015605;20142782835;21633810143;24763589077;31081924577;37215864759;42085305592;60905331599;48388296489;58641621847;67937307412;76689583355;78938585176;81034395059;69831770871;66293368010
Other small states;OSS;54310263045;55933105364;61013627266;58033167762;60783020995;69642896354;73535877988;76645392483;75106297716;80832351746;91599121613;91053518664;98187518525;1,21659E+11;1,50739E+11;1,82941E+11;2,15039E+11;2,63062E+11;3,21655E+11;2,76256E+11;3,20786E+11;3,95817E+11;4,13323E+11;4,31008E+11;4,44728E+11;3,69948E+11;3,6208E+11
Pakistan;PAK;40010424929;45451960732;48635176853;51478304860;51894781282;60636022423;63320122807;62433300338;62191955814;62973855719;73952374970;72309738921;72306820396;83244801093;97977766198;1,09502E+11;1,37264E+11;1,52386E+11;1,70078E+11;1,68153E+11;1,77407E+11;2,13587E+11;2,24384E+11;2,31219E+11;2,44361E+11;2,70556E+11;2,78913E+11
Panama;PAN;6433967000;7074675500;8042337700;8782585400;9365289800;9573813700;9870494000;10677286100;11575486400;12130252200;12304115000;12502013400;12994310400;13693981200;15013381700;16374393900;18141666300;20958000000;24522200000;26593500000;28917200000;34373820500;39954761200;44856189500;49165773100;52132289700;55187700000
Peru;PER;26410386669;34672122381;36139225288;35158109999;44882079767;53312793687;55252414130;58147522523;55501467877;50187324568;51744749133;52030158775;54777553515;58731030122;66768703498;76060606061;88643193062;1,02171E+11;1,20551E+11;1,20823E+11;1,47529E+11;1,71762E+11;1,92649E+11;2,01218E+11;2,0105E+11;1,89212E+11;1,92207E+11
Philippines;PHL;44311593756;45417561302;52976344929;54368083953;64084460124;74119987245;82848140618;82344260571;72207025219;82995147090;81026297144;76262072022;81357602950;83908206456;91371239765;1,03072E+11;1,22211E+11;1,4936E+11;1,74195E+11;1,68335E+11;1,99591E+11;2,24143E+11;2,50092E+11;2,71836E+11;2,84585E+11;2,92774E+11;3,04905E+11
Palau;PLW;76888000;83855000;82451000;75907000;83527000;95237000;108203000;113213000;117320000;113485000;147832600;158159300;161615200;157962700;173373900;191326500;193085900;194767100;196711500;186891100;183335100;200066900;215095100;228012200;246436300;297645400;310248300
Papua New Guinea;PNG;3219730365;3787352287;4377984100;4974662910;5502648500;4636113480;5155485420;4936605080;3789428160;3477060138;3521348155;3081024212;2999511040;3536411824;3927157867;4865892972;8306343442;9545071325;11670678864;11619541940;14250726290;17984816533;21295834133;21261305413;23003575201;21060901604;20213214172
Poland;POL;65977749038;85500935935;94337050693;96045645026;1,10803E+11;1,42137E+11;1,59943E+11;1,59118E+11;1,74388E+11;1,69718E+11;1,71886E+11;1,90521E+11;1,98681E+11;2,17519E+11;2,55102E+11;3,06135E+11;3,44826E+11;4,2925E+11;5,33816E+11;4,40347E+11;4,79258E+11;5,28725E+11;5,00284E+11;5,24201E+11;5,45076E+11;4,7728E+11;4,71364E+11
Pre-demographic dividend;PRE;1,66763E+11;1,66248E+11;1,51742E+11;1,40182E+11;1,27917E+11;1,55731E+11;1,73363E+11;1,81117E+11;1,79148E+11;1,81504E+11;2,11741E+11;2,00657E+11;2,36774E+11;2,73883E+11;3,32473E+11;4,11274E+11;5,14533E+11;6,30728E+11;8,05267E+11;7,28799E+11;1,00975E+12;1,16644E+12;1,28175E+12;1,40171E+12;1,49697E+12;1,30076E+12;1,20779E+12
Puerto Rico;PRI;30603919000;32287031000;34630430000;36922456000;39690630000;42647331000;45340835000;48187039000;54086409000;57840954000;61701810000;69668635000;72546194000;75833996000;80322313000;83914521341;87276164365;89524131617;93639316000;96385638000;98381268000;1,00352E+11;1,01081E+11;1,03135E+11;;;
Korea, Dem. People’s Rep.;PRK;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;PRT;78721607509;89242382961;1,07603E+11;95019103603;99698453261;1,18134E+11;1,2263E+11;1,17046E+11;1,23982E+11;1,27466E+11;1,18358E+11;1,21546E+11;1,34229E+11;1,64964E+11;1,89187E+11;1,97305E+11;2,08567E+11;2,40169E+11;2,62008E+11;2,43746E+11;2,38303E+11;2,44895E+11;2,16368E+11;2,26073E+11;2,2963E+11;1,9942E+11;2,04837E+11
Paraguay;PRY;5695201563;6984367763;7157424031;7249533620;7870982171;9062131308;9788391733;9965225497;9024567484;8392549702;8195993231;7662595076;6325151760;6588103836;8033877360;8734653809;10646157920;13794910634;18504130753;15929902138;20030528043;25099681461;24595319574;28965906502;30881166852;27282581336;27424071383
West Bank and Gaza;PSE;;;;;2843300000;3282800000;3409600000;3759800000;4067800000;4271200000;4313600000;4003700000;3555800000;3968000000;4329200000;4831800000;4910100000;5505800000;6673500000;7268200000;8913100000;10465400000;11279400000;12476000000;12715600000;12673000000;13397100000
Pacific island small states;PSS;2396520509;2548876960;2794581115;2946263929;3395406278;3668261062;3939097727;3935303220;3383565222;3685135085;3447191071;3373827098;3545230258;4157082464;4802142870;5271518870;5541929393;6078976595;6554173387;5778915418;6404608139;7589010906;8110535071;8376051897;8769297682;8596930891;9019651488
Post-demographic dividend;PST;1,83747E+13;1,93721E+13;2,07891E+13;2,09584E+13;2,24305E+13;2,48688E+13;2,49994E+13;2,45278E+13;2,4631E+13;2,58552E+13;2,62963E+13;2,6051E+13;2,71709E+13;3,04816E+13;3,38689E+13;3,56502E+13;3,74964E+13;4,08924E+13;4,32041E+13;4,06762E+13;4,24136E+13;4,55256E+13;4,54538E+13;4,58486E+13;4,6735E+13;4,42428E+13;4,52133E+13
French Polynesia;PYF;3181206305;3267367610;3558215110;3694600400;3522272321;3982374846;3954696874;3567062512;3775160797;3797016069;3447543138;;;;;;;;;;;;;;;;
Qatar;QAT;7360439423;6883516484;7646153984;7156593654;7374450769;8137911978;9059340385;11297802115;10255495027;12393131868;17759890110;17538461538;19363736264;23533791209;31734065934;44530494505;60882142857;79712087912;1,1527E+11;97798351648;1,25122E+11;1,67775E+11;1,86834E+11;1,98728E+11;2,06225E+11;1,64641E+11;1,52452E+11
Romania;ROU;38995454545;28998684211;25121666667;26362894737;30074440483;37662075750;37182938696;35838588170;41976002704;36183003978;37438527800;40716836998;46174557556;59867801205;76216441462;99697566668;1,23533E+11;1,71537E+11;2,08182E+11;1,67423E+11;1,67998E+11;1,85363E+11;1,71665E+11;1,91549E+11;1,99493E+11;1,77911E+11;1,87592E+11
Russian Federation;RUS;5,16814E+11;5,17963E+11;4,60291E+11;4,35084E+11;3,95077E+11;3,95531E+11;3,9172E+11;4,04927E+11;2,70953E+11;1,95906E+11;2,59708E+11;3,06603E+11;3,4511E+11;4,30348E+11;5,91017E+11;7,64017E+11;9,89931E+11;1,29971E+12;1,66084E+12;1,22264E+12;1,52492E+12;2,05166E+12;2,21026E+12;2,29713E+12;2,06366E+12;1,36586E+12;1,28316E+12
Rwanda;RWA;2550185618;1911600970;2029026704;1971525999;753636370;1293535011;1382334879;1851558302;1989343495;1817655328;1734938264;1674685094;1677447150;1845979299;2089188829;2581465864;3152016557;3824811913;4860576609;5379378135;5774003744;6491683832;7315702176;7622526429;8016288347;8261034258;8376048905
South Asia;SAS;4,0205E+11;3,57724E+11;3,7983E+11;3,7624E+11;4,26649E+11;4,74034E+11;5,18625E+11;5,44006E+11;5,51628E+11;5,90949E+11;6,14756E+11;6,30828E+11;6,6325E+11;7,74467E+11;8,97927E+11;1,02864E+12;1,17625E+12;1,48869E+12;1,51564E+12;1,66559E+12;2,04214E+12;2,27201E+12;2,29791E+12;2,35666E+12;2,57769E+12;2,6828E+12;2,89248E+12
Saudi Arabia;SAU;1,1763E+11;1,32223E+11;1,37088E+11;1,32968E+11;1,35175E+11;1,43343E+11;1,58662E+11;1,65964E+11;1,46775E+11;1,61717E+11;1,89515E+11;1,84137E+11;1,89606E+11;2,15808E+11;2,58742E+11;3,2846E+11;3,769E+11;4,15965E+11;5,19797E+11;4,29098E+11;5,28207E+11;6,71239E+11;7,35975E+11;7,46647E+11;7,5635E+11;6,51757E+11;6,46438E+11
Sudan;SDN;12408647541;11379222222;7034219713;8881785938;12794192334;13829744879;9018243044;11681494637;11250327988;10682045258;12257418326;13182979784;14803189093;17646503525;21457470203;26524538566;35822408612;45898948564;54526580232;53150209168;65634109237;67327289320;68125631150;72065940086;82151588419;97156119150;95584380032
Senegal;SEN;5716644272;5617236033;6004885321;5678827999;3877196915;4878719133;5065830414;4672503920;5030344074;5144045360;4679604754;4877602060;5333862371;6858952880;8031344381;8707015771;9358710935;11284603071;13439023281;12814961485;12948906289;14390776644;14225310519;14851057085;15304363138;13640668374;14683697631
Singapore;SGP;36152027893;45474442836;52156414979;60644572348;73777792327;87890009877;96403758865;1,00164E+11;85707636233;86283126844;95833932715;89286208629;91941192896;97001377569;1,14189E+11;1,27418E+11;1,47797E+11;1,79981E+11;1,92226E+11;1,92408E+11;2,36422E+11;2,75599E+11;2,89162E+11;3,02511E+11;3,08143E+11;2,96841E+11;2,96976E+11
Solomon Islands;SLB;302515027;320355091;378778047;410923236;464756639;519334097;565163751;567919503;471177008;482214092;435103853;400463452;341661644;332738246;375111895;413909879;456705434;516074229;608293860;597765363;671585343;886498371;1025125082;1059695156;1156563123;1129164719;1202125000
Sierra Leone;SLE;649644827;779981459;679997998;768812335;911915971;870758739;941742153;850218034;672375927;669384769;635874002;1079478388;1239004288;1371442566;1431208677;1627854495;1885112202;2158496873;2505458705;2489985963;2616610911;2942546781;3801862611;4920343195;5015180977;4251869870;3736588554
El Salvador;SLV;4800900000;5311000000;5954700000;6938000000;8085600000;9500500000;10315500000;11134700000;12008400000;12464700000;13134100000;13812700000;14306700000;15046700000;15798300000;17093800000;18550700000;20104900000;21430950000;20661030000;21418330000;23139040000;23813600000;24350930000;25054230000;26052340000;26797470000
San Marino;SMR;;;;;;;;;;1215604990;1101897072;1160626398;1253529080;1600451467;1877328036;1958711603;2092585623;2488365727;2752307016;2363156432;2139072848;2054489853;1800077091;1865374403;1845561895;1569258068;1590707965
Somalia;SOM;;;;;;;;;;;;;;;;;;;;;;;;5352000000;5647000000;5925000000;6217000000
Serbia;SRB;;;;;;16750000000;20948677840;24147996550;18284194680;18409364147;6540247190;12267175481;16116843146;21188704081;24861483281;26252007830;30607991862;40289556656;49259526053;42616653300;39460357731;46466728667;40742313861;45519650911;44210806366;37160332465;38299854688
Sub-Saharan Africa (excluding high income);SSA;3,09286E+11;3,18763E+11;3,13438E+11;2,99561E+11;2,91699E+11;3,369E+11;3,48322E+11;3,6044E+11;3,39959E+11;3,42288E+11;3,6706E+11;3,41718E+11;3,66266E+11;4,67795E+11;5,82616E+11;6,84302E+11;8,01053E+11;9,32288E+11;1,0665E+12;1,02177E+12;1,36485E+12;1,53617E+12;1,61098E+12;1,69711E+12;1,77886E+12;1,60444E+12;1,51117E+12
South Sudan;SSD;;;;;;;;;;;;;;;;;;;15550136279;12231362023;15727363443;17826697892;10368813559;13257635695;13282084034;9015221096;
Sub-Saharan Africa;SSF;3,09657E+11;3,19139E+11;3,13875E+11;3,00038E+11;2,92189E+11;3,37412E+11;3,48828E+11;3,61007E+11;3,40572E+11;3,42916E+11;3,6768E+11;3,42345E+11;3,6697E+11;4,68505E+11;5,83461E+11;6,85227E+11;8,02075E+11;9,33327E+11;1,06747E+12;1,02262E+12;1,36582E+12;1,53723E+12;1,61211E+12;1,69852E+12;1,78029E+12;1,60587E+12;1,5126E+12
Small states;SST;74599350281;76109647374;81024550303;79207007623;83473610538;94366389840;1,0045E+11;1,06278E+11;1,06764E+11;1,14559E+11;1,27299E+11;1,27601E+11;1,36679E+11;1,63314E+11;1,96716E+11;2,34866E+11;2,72996E+11;3,27512E+11;3,94805E+11;3,37922E+11;3,88136E+11;4,69604E+11;4,92082E+11;5,10669E+11;5,2489E+11;4,48061E+11;4,37804E+11
Sao Tome and Principe;STP;;;;;;;;;;;;72230284;80531992;96343906;105360802;126194166;134441117;145827430;188021169;187821029;197454053;233213523;252560557;302925490;348899846;315880811;342781716
Suriname;SUR;388300000;448300000;404600000;428794118;605492537;693970588;860630923;929607500;945000000;885444186;892164394;763465550;1078402128;1271196078;1484092538;1793754805;2626380435;2936612022;3532969035;3875409836;4368398048;4422276622;4980000000;5145757576;5240606061;4826587058;3278425328
Slovak Republic;SVK;12694544693;14213045494;15431288006;16452201101;20079363626;25733043137;27821913815;27660149541;29828899206;30415095887;29114875622;30703017450;35083608131;46731767494;57240535138;62697540107;70596729394;86304245825;1,00325E+11;88945625174;89501012916;98181259740;93413992956;98478349315;1,00948E+11;87501423882;89768598023
Slovenia;SVN;;;;;;21273055398;21480023017;20749140606;22125435372;22689994990;20342201356;20875387068;23563576758;29697448108;34470227454;36346974008;39587732029;48114688201;55589849128;50244793832;48013606745;51290792018;46352802766;48116256926;49904928335;43072415017;44708598649
Sweden;SWE;2,58154E+11;2,70363E+11;2,80312E+11;2,09951E+11;2,2608E+11;2,64052E+11;2,88104E+11;2,64478E+11;2,668E+11;2,70848E+11;2,59802E+11;2,39917E+11;2,63926E+11;3,31109E+11;3,81705E+11;3,89042E+11;4,20032E+11;4,87816E+11;5,13966E+11;4,29657E+11;4,88378E+11;5,6311E+11;5,43881E+11;5,78742E+11;5,73818E+11;4,97918E+11;5,1446E+11
Swaziland;SWZ;1114703088;1156141998;1284766234;1357206996;1419293455;1698982438;1602760100;1716699913;1576904292;1547884442;1738100853;1542477309;1432228125;2197612701;2770082792;3178126492;3291353836;3469363996;3294093485;3580417067;4438778424;4820499924;4823831657;4560713074;4377293816;4020275298;3720649375
Sint Maarten (Dutch part);SXM;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seychelles;SYC;368584759;374359556;433667194;473916819;486451205;508221508;503068472;562958837;608369282;622985494;614879765;622262057;697518248;705704816;839319927;919103255;1016418229;1033561654;967199594;847397850;969936525;1065826670;1134267367;1411061261;1422530792;1437722206;1427323889
Syrian Arab Republic;SYR;12308624284;12981833333;13253565899;13695962019;10122020000;11396706587;13789560878;14505233969;15200846138;15873875969;19325894913;21099833784;21582248882;21828144686;25086930693;28858965517;33332844575;40405006007;;;;;;;;;
Turks and Caicos Islands;TCA;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chad;TCD;1738605558;1877138042;1881847677;1463251055;1179837955;1445919970;1607345450;1544689503;1744794457;1534673583;1385058162;1709347793;1987622279;2736666516;4414929220;6646663561;7422102656;8638711443;10351932604;9253484108;10657705536;12156380425;12368071039;12949854263;13922223234;10888798114;9600761474
East Asia & Pacific (IDA & IBRD countries);TEA;6,68504E+11;7,25602E+11;8,12929E+11;8,93591E+11;1,07406E+12;1,32459E+12;1,52112E+12;1,57429E+12;1,43625E+12;1,58215E+12;1,74217E+12;1,85264E+12;2,05162E+12;2,32306E+12;2,69268E+12;3,11803E+12;3,75626E+12;4,74907E+12;6,00915E+12;6,51868E+12;7,86401E+12;9,61208E+12;1,07234E+13;1,18379E+13;1,27295E+13;1,32427E+13;1,34865E+13
Europe & Central Asia (IDA & IBRD countries);TEC;1,02062E+12;1,0078E+12;9,44313E+11;9,31236E+11;8,37244E+11;9,18931E+11;9,47705E+11;9,79133E+11;9,46229E+11;8,20214E+11;8,91935E+11;9,07585E+11;1,01911E+12;1,25503E+12;1,6227E+12;2,0326E+12;2,45915E+12;3,1569E+12;3,90615E+12;3,0956E+12;3,63551E+12;4,42059E+12;4,6113E+12;4,89344E+12;4,62392E+12;3,59846E+12;3,46319E+12
Togo;TGO;1628427515;1602299863;1692959110;1233496846;982624325;1309382885;1465448290;1498950899;1587345951;1576094566;1294250233;1332328999;1474630207;1673690430;1937074572;2115154262;2202809251;2523462557;3163416242;3163000529;3172945645;3756023160;3866617463;4080929201;4482880424;4087628276;4399995987
Thailand;THA;85343063966;98234695722;1,11453E+11;1,2889E+11;1,46683E+11;1,69279E+11;1,83035E+11;1,5018E+11;1,13676E+11;1,26669E+11;1,26392E+11;1,20297E+11;1,34301E+11;1,52281E+11;1,72895E+11;1,89318E+11;2,21758E+11;2,62943E+11;2,91383E+11;2,8171E+11;3,41105E+11;3,70819E+11;3,9756E+11;4,20529E+11;4,06522E+11;3,99235E+11;4,07026E+11
Tajikistan;TJK;2629395066;2534720480;1909246641;1646693642;1346074611;1231523035;1043893063;921843144;1320126706;1086567378;860550306;1080774007;1221113780;1554125531;2076148696;2312319579;2830236054;3719497371;5161336170;4979481980;5642178580;6522732203;7633049792;8506674783;9236309138;7853450374;6951657159
Turkmenistan;TKM;3189539641;3208098919;3200539816;3179225949;2561118608;2482228440;2379281768;2450084970;2605688065;2450686660;2904662605;3534771969;4462028989;5977440583;6838351088;8104355717;10277598152;12664165103;19271523179;20214385965;22583157895;29233333333;35164210526;39197543860;43524210526;35799628571;36179885714
Latin America & the Caribbean (IDA & IBRD countries);TLA;1,10084E+12;1,37232E+12;1,29065E+12;1,49368E+12;1,71575E+12;1,82906E+12;1,9755E+12;2,1646E+12;2,17378E+12;1,94639E+12;2,1503E+12;2,08391E+12;1,85142E+12;1,90385E+12;2,21086E+12;2,69496E+12;3,1715E+12;3,76018E+12;4,39266E+12;4,11625E+12;5,14211E+12;5,86359E+12;5,91282E+12;6,0586E+12;6,17139E+12;5,2478E+12;5,09416E+12
Timor-Leste;TLS;;;;;;;;;;;350391813;429570503;422917862;430520880;442875784;466635214;440024652;531260865;659561789;785961959;894400000;1053500000;1188900000;1410000000;1450600000;1606500000;1782974000
Middle East & North Africa (IDA & IBRD countries);TMN;;;;2,88738E+11;2,96103E+11;3,3762E+11;3,91919E+11;4,02271E+11;4,08028E+11;4,31557E+11;4,47298E+11;4,63334E+11;4,50128E+11;5,07822E+11;5,8862E+11;6,93624E+11;8,06509E+11;9,97382E+11;1,22877E+12;1,18867E+12;1,37462E+12;1,55806E+12;1,67027E+12;1,57907E+12;1,5787E+12;1,42909E+12;1,44024E+12
Tonga;TON;113563822;132201141;137066291;138489884;193775943;202547014;219583570;212155125;188686997;196686675;202363492;181244788;182737040;202543202;229358215;262176134;294137737;300143057;349484428;318166563;369485199;423011844;472358251;450686354;443911052;435438217;401562006
South Asia (IDA & IBRD);TSA;4,0205E+11;3,57724E+11;3,7983E+11;3,7624E+11;4,26649E+11;4,74034E+11;5,18625E+11;5,44006E+11;5,51628E+11;5,90949E+11;6,14756E+11;6,30828E+11;6,6325E+11;7,74467E+11;8,97927E+11;1,02864E+12;1,17625E+12;1,48869E+12;1,51564E+12;1,66559E+12;2,04214E+12;2,27201E+12;2,29791E+12;2,35666E+12;2,57769E+12;2,6828E+12;2,89248E+12
Sub-Saharan Africa (IDA & IBRD countries);TSS;3,09657E+11;3,19139E+11;3,13875E+11;3,00038E+11;2,92189E+11;3,37412E+11;3,48828E+11;3,61007E+11;3,40572E+11;3,42916E+11;3,6768E+11;3,42345E+11;3,6697E+11;4,68505E+11;5,83461E+11;6,85227E+11;8,02075E+11;9,33327E+11;1,06747E+12;1,02262E+12;1,36582E+12;1,53723E+12;1,61211E+12;1,69852E+12;1,78029E+12;1,60587E+12;1,5126E+12
Trinidad and Tobago;TTO;5068000000;5307905882;5439552941;4669488516;4947205860;5329214163;5759537726;5737751332;6043694330;6808982521;8154338233;8824873259;9008273721;11305459802;13280275123;15982282462;18369070085;21642304046;27870257894;19175196446;22157948396;25433011405;25694164489;26436159315;26175952942;23559224762;21894706041
Tunisia;TUN;12290568182;13074782609;15497286296;14608946896;15632463424;18030876599;19587322786;20746360430;21803372267;22943685719;21473188882;22066101341;23142294436;27453084983;31183139301;32273007554;34378437265;38908069299;44856586316;43454935940;44050929160;45810626509;45044112939;46251061734;47587913059;43156708809;42062549395
Turkey;TUR;1,50676E+11;1,50028E+11;1,58459E+11;1,8017E+11;1,3069E+11;1,69486E+11;1,81476E+11;1,89835E+11;2,75769E+11;2,55884E+11;2,72979E+11;2,00252E+11;2,38428E+11;3,11823E+11;4,04787E+11;5,01416E+11;5,52487E+11;6,7577E+11;7,64336E+11;6,4464E+11;7,71877E+11;8,32546E+11;8,73982E+11;9,50595E+11;9,34168E+11;8,59794E+11;8,63712E+11
Tuvalu;TUV;8824448;9365166;9742949;9630763;10886826;11025945;12334846;12700905;12757633;13687141;13742057;13196545;15450994;18231079;21534932;21839099;22902861;27030374;30290220;27101076;31823519;39312017;39875751;38322360;37259690;32673278;34218878
Tanzania;TZA;4258743263;4956588279;4601413264;4257702197;4510846968;5255221425;6496195451;7683852497;9345174219;9697847264;10185786383;10383560603;10805599893;11659129889;12825801581;16929976600;18610460327;21501741757;27368386358;28573777052;31407908612;33878631649;39087748240;44333456245;48197218327;45628320606;47340071107
Uganda;UGA;4304398866;3321729057;2857457860;3220439044;3990430447;5755818947;6044585327;6269333313;6584815847;5998563258;6193246837;5840503869;6178563591;6336696289;7940362799;9013834373;9942597780;12292813603;14239026630;18168902154;20186496527;20176751242;23132149257;24599553472;27295207928;27059447775;24078931933
Ukraine;UKR;81456918679;77464561150;73942235330;65648559903;52549555149;48213868178;44558077827;50150399792;41883241472;31580639045;31261527363;38009344577;42392896031;50132953288;64883060726;86142018069;1,07753E+11;1,42719E+11;1,79992E+11;1,17228E+11;1,36013E+11;1,6316E+11;1,75781E+11;1,8331E+11;1,33503E+11;91030959455;93270479389
Upper middle income;UMC;2,668E+12;2,94587E+12;2,87128E+12;3,11509E+12;3,39408E+12;3,79008E+12;4,11973E+12;4,38982E+12;4,33684E+12;4,10512E+12;4,51672E+12;4,57027E+12;4,58534E+12;5,16748E+12;6,21367E+12;7,48034E+12;8,89439E+12;1,10654E+13;1,35285E+13;1,3027E+13;1,57922E+13;1,88971E+13;2,01944E+13;2,14989E+13;2,22122E+13;2,07724E+13;2,06239E+13
Uruguay;URY;9298839655;11206193313;12878157306;15002144584;17474578502;19297663097;20515465834;23969746850;25385928198;23983945191;22823255802;20898788417;13606494599;12045631093;13686329890;17362857684;19579457966;23410572622;30366213095;31660911290;40284481662;47962439293;51264390121;57531233351;57236013078;53274304215;52419720714
